,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,row_id,aspect_term,aspect_category,sentiment_term,sentiment_category
14,5.0,Love it love it,Love it love it. Easy to use. I am able to read it in the sunshine or in the dark. The screen is great.,[],B00OQVZDJM,B00OQVZDJM,AE6REOUWA4BLVOZ4DZRN3KLKR2TQ,1489984075000,0,True,32,readability,readability,able to read it in the sunshine or in the dark,positive
15,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,unit,product_quality,expired,negative
16,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,Kindle,product_quality,inked,negative
17,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,customer service,service,would not replace or repair,negative
18,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,customer service,service,could buy a refurbished one,negative
19,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,Kindle,value_for_money,expensive,negative
20,1.0,IT WAS A $399 GAMBLE.,"One week after the warranty expired, so did the Kindle. This unit was not exposed to heat, moisture or rough handling. I turned it on one day and the entire screen was inked. I called customer service and they said they would not replace or repair it, but I could buy a refurbished one. So, I was out the $399 plus all of the books,magazines, etc. that I had purchased. It was an expensive year of reading. If they advertised this unit as prospectively a one-year-unit, they would not sell any. I would NEVER gamble again on a Kindle. I can buy a lot of books for the $ spent on a Kindle, and they won't up and vanish.",[],B000FI73MA,B010BWYDYA,AEOKOBCYJ5HSAAF72AZUIJOPQ6TA,1254774672000,4,True,33,Kindle,product_reliability,one-year-unit,negative
21,5.0,Five Stars,Love this so far!!! Glad I got the deal that I did!,[],B00ZV9RDKK,B075X8471B,AG2LXZ7KWI7BMPO33J3HFTDXR32Q,1520372976328,0,True,44,deal,price,Glad I got the deal that I did,positive
22,5.0,Five Stars,Great little speaker for the price!,[],B016XTADG2,B0935ZDCYD,AGOIOMNTAQFTAJ24TXTW2SGIFRKQ,1507136150798,0,True,52,speaker,product_quality,great,positive
23,5.0,Five Stars,Great little speaker for the price!,[],B016XTADG2,B0935ZDCYD,AGOIOMNTAQFTAJ24TXTW2SGIFRKQ,1507136150798,0,True,52,price,product_value,great,positive
24,5.0,TWO DAY SHIP TO RECEIVE,WELL MADE. EASY TO INSTALL. I CAN REMOVE AND MOVE OR RE-USE.,[],B01MFAIFU2,B0BKR9NMMF,AE2QVKQH4AQQFCEUNOKBPVWS4XZQ,1575857478532,0,True,70,installation,usability,easy,positive
25,5.0,TWO DAY SHIP TO RECEIVE,WELL MADE. EASY TO INSTALL. I CAN REMOVE AND MOVE OR RE-USE.,[],B01MFAIFU2,B0BKR9NMMF,AE2QVKQH4AQQFCEUNOKBPVWS4XZQ,1575857478532,0,True,70,build quality,product_quality,well made,positive
26,5.0,TWO DAY SHIP TO RECEIVE,WELL MADE. EASY TO INSTALL. I CAN REMOVE AND MOVE OR RE-USE.,[],B01MFAIFU2,B0BKR9NMMF,AE2QVKQH4AQQFCEUNOKBPVWS4XZQ,1575857478532,0,True,70,usability,usability,can remove and move or re-use,positive
27,5.0,Perfect cord,Perfect extension cord. Plug in laptop and 3 Apple devises.,[],B07PQW93VG,B08N5TC2Z3,AGGMM2P4I6PXVACCNBAJ4EY34PTQ,1583614076143,0,True,95,extension cord,product_quality,Perfect,positive
28,5.0,She says she likes this better than actual books because the screen is bright and ...,Bought it as a gift for my Aunt who reads quite a bit. She says she likes this better than actual books because the screen is bright and easier to read.,[],B00I15SB16,B00LWHUBPO,AFAWQOUXOUXSS5GEFNOIRIIJTPBA,1420844048000,0,True,97,screen,product_feature,bright,positive
29,5.0,She says she likes this better than actual books because the screen is bright and ...,Bought it as a gift for my Aunt who reads quite a bit. She says she likes this better than actual books because the screen is bright and easier to read.,[],B00I15SB16,B00LWHUBPO,AFAWQOUXOUXSS5GEFNOIRIIJTPBA,1420844048000,0,True,97,screen,product_feature,easier to read,positive
30,5.0,good quality,it is very good quality,[],B01CRPV4UK,B08YF1VBYD,AH2LLF37W73VHKECAKL7PP24Y7AQ,1587346049387,0,True,103,quality,general_quality,very good,positive
31,5.0,Five Stars,Great product..we use it every day and night....thanks,[],B00BWF5U0M,B00BWF5U0M,AEK4PV77EMMGNDDHX2AFQO552AKA,1465345466000,0,True,132,product,overall_quality,Great,positive
32,5.0,Great 4 TB internal hard drive-make sure you format it or won't get recognized,Great 4 TB internal hard drive-make sure you format it or won't get recognized,[],B00EHBERSE,B08HKGXGML,AHGAVCVQLGVC7XKV2QBY5PYBW7SA,1560374080820,0,True,136,4 TB internal hard drive,product_quality,Great,positive
33,5.0,Great for the room,I love Alexa.  The thing I dont like is after time period of free and you ask for a certain song Alexa can't find the song you would need to pay a monthly fee,[],B06XCM9LJ4,B07456BG8N,AEDDTUZUTIB2TGPOZH3C53W2NJYQ,1550885111882,0,True,177,Alexa,product_experience,love,positive
34,5.0,Great for the room,I love Alexa.  The thing I dont like is after time period of free and you ask for a certain song Alexa can't find the song you would need to pay a monthly fee,[],B06XCM9LJ4,B07456BG8N,AEDDTUZUTIB2TGPOZH3C53W2NJYQ,1550885111882,0,True,177,song availability,subscription_service,can't find,negative
35,5.0,Great for the room,I love Alexa.  The thing I dont like is after time period of free and you ask for a certain song Alexa can't find the song you would need to pay a monthly fee,[],B06XCM9LJ4,B07456BG8N,AEDDTUZUTIB2TGPOZH3C53W2NJYQ,1550885111882,0,True,177,monthly fee,cost,need to pay,negative
36,5.0,Great Dock,"Small, lights up, toggleable power.Just what I needed.",[],B00BWF5U0M,B00BWF5U0M,AE5F7GLD5SKIEFP7QVQRKLAUCXIQ,1479308851000,0,False,188,size,product_design,small,positive
37,5.0,Great Dock,"Small, lights up, toggleable power.Just what I needed.",[],B00BWF5U0M,B00BWF5U0M,AE5F7GLD5SKIEFP7QVQRKLAUCXIQ,1479308851000,0,False,188,lights,product_feature,lights up,positive
38,5.0,Great Dock,"Small, lights up, toggleable power.Just what I needed.",[],B00BWF5U0M,B00BWF5U0M,AE5F7GLD5SKIEFP7QVQRKLAUCXIQ,1479308851000,0,False,188,power,product_feature,toggleable,positive
39,5.0,Five Stars,I love it especially I can take pictures,[],B018Y229K4,B010BWYDYA,AE6ZKIABM6QXFVJ3LRSLXSONQOTQ,1470702700000,0,True,200,pictures,feature,love,positive
40,5.0,Great bracket for a great price.,I was a little skeptical about this because it was only $25.  It’s really heavy duty Plus it was so easy to install!  The hardest part was finding the stud to secure to bracket. I’m using it in my exercise room for a 42” TV and it works perfectly.,[],B07CXQRMLQ,B07CXQRMLQ,AHJWUGYWOQ43MKFKDVTF3FRAQGIQ,1606322244492,0,True,211,price,value_for_money,skeptical,neutral
41,5.0,Great bracket for a great price.,I was a little skeptical about this because it was only $25.  It’s really heavy duty Plus it was so easy to install!  The hardest part was finding the stud to secure to bracket. I’m using it in my exercise room for a 42” TV and it works perfectly.,[],B07CXQRMLQ,B07CXQRMLQ,AHJWUGYWOQ43MKFKDVTF3FRAQGIQ,1606322244492,0,True,211,durability,product_quality,heavy duty,positive
42,5.0,Great bracket for a great price.,I was a little skeptical about this because it was only $25.  It’s really heavy duty Plus it was so easy to install!  The hardest part was finding the stud to secure to bracket. I’m using it in my exercise room for a 42” TV and it works perfectly.,[],B07CXQRMLQ,B07CXQRMLQ,AHJWUGYWOQ43MKFKDVTF3FRAQGIQ,1606322244492,0,True,211,installation,ease_of_use,easy,positive
43,5.0,Great bracket for a great price.,I was a little skeptical about this because it was only $25.  It’s really heavy duty Plus it was so easy to install!  The hardest part was finding the stud to secure to bracket. I’m using it in my exercise room for a 42” TV and it works perfectly.,[],B07CXQRMLQ,B07CXQRMLQ,AHJWUGYWOQ43MKFKDVTF3FRAQGIQ,1606322244492,0,True,211,installation,ease_of_use,hardest part was finding the stud,negative
44,5.0,Great bracket for a great price.,I was a little skeptical about this because it was only $25.  It’s really heavy duty Plus it was so easy to install!  The hardest part was finding the stud to secure to bracket. I’m using it in my exercise room for a 42” TV and it works perfectly.,[],B07CXQRMLQ,B07CXQRMLQ,AHJWUGYWOQ43MKFKDVTF3FRAQGIQ,1606322244492,0,True,211,usage,usability,works perfectly,positive
45,5.0,Awesome Library in a Pocket!  and More!,"I had the white KindleDX, and I have to confess, I mainly wanted this one because it was black . . . more manly, y'know, but it gave me an excuse to pass on the white one to a friend who might not otherwise have bought one.  I can't even tell when it's using 3G, or if that's just for overseas, but it seems to work flawlessly, and I think everything (good) they say about it is true.  Downloads books in less than a minute, and if you have a periodical subscription, it's like a present every time a new one arrives, and you open your Kindle and find it there.<br /><br />I especially like the ""collections"" feature, which is kinda like putting folders on your computer, because you can make up your own categories and then plop the books in there, in as many collections as you like.  Thus, you could have, say, a ""psychology & spirituality"" collection, and a ""philosophy"" collection, and if one of your books seems to fit both categories, you can add it to both, and then turn around and create another collection by a specific author and add it to that, too!<br /><br />With the extensive selection in the Kindle bookstore, you really have a resource just for looking up information as well, whether you're buying or not.  And I've used the limited web browser in a pinch as well.<br /><br />I LOVE my Black KindleDX!!!",[],B002GYWHSQ,B002GYWHSQ,AEYRTAZDVD2UG3XOLSUUYBIGQVRA,1282592715000,7,True,214,3G,connectivity,flawlessly,positive
46,5.0,Awesome Library in a Pocket!  and More!,"I had the white KindleDX, and I have to confess, I mainly wanted this one because it was black . . . more manly, y'know, but it gave me an excuse to pass on the white one to a friend who might not otherwise have bought one.  I can't even tell when it's using 3G, or if that's just for overseas, but it seems to work flawlessly, and I think everything (good) they say about it is true.  Downloads books in less than a minute, and if you have a periodical subscription, it's like a present every time a new one arrives, and you open your Kindle and find it there.<br /><br />I especially like the ""collections"" feature, which is kinda like putting folders on your computer, because you can make up your own categories and then plop the books in there, in as many collections as you like.  Thus, you could have, say, a ""psychology & spirituality"" collection, and a ""philosophy"" collection, and if one of your books seems to fit both categories, you can add it to both, and then turn around and create another collection by a specific author and add it to that, too!<br /><br />With the extensive selection in the Kindle bookstore, you really have a resource just for looking up information as well, whether you're buying or not.  And I've used the limited web browser in a pinch as well.<br /><br />I LOVE my Black KindleDX!!!",[],B002GYWHSQ,B002GYWHSQ,AEYRTAZDVD2UG3XOLSUUYBIGQVRA,1282592715000,7,True,214,downloads,performance,less than a minute,positive
47,5.0,Awesome Library in a Pocket!  and More!,"I had the white KindleDX, and I have to confess, I mainly wanted this one because it was black . . . more manly, y'know, but it gave me an excuse to pass on the white one to a friend who might not otherwise have bought one.  I can't even tell when it's using 3G, or if that's just for overseas, but it seems to work flawlessly, and I think everything (good) they say about it is true.  Downloads books in less than a minute, and if you have a periodical subscription, it's like a present every time a new one arrives, and you open your Kindle and find it there.<br /><br />I especially like the ""collections"" feature, which is kinda like putting folders on your computer, because you can make up your own categories and then plop the books in there, in as many collections as you like.  Thus, you could have, say, a ""psychology & spirituality"" collection, and a ""philosophy"" collection, and if one of your books seems to fit both categories, you can add it to both, and then turn around and create another collection by a specific author and add it to that, too!<br /><br />With the extensive selection in the Kindle bookstore, you really have a resource just for looking up information as well, whether you're buying or not.  And I've used the limited web browser in a pinch as well.<br /><br />I LOVE my Black KindleDX!!!",[],B002GYWHSQ,B002GYWHSQ,AEYRTAZDVD2UG3XOLSUUYBIGQVRA,1282592715000,7,True,214,collections,feature,like,positive
48,5.0,Awesome Library in a Pocket!  and More!,"I had the white KindleDX, and I have to confess, I mainly wanted this one because it was black . . . more manly, y'know, but it gave me an excuse to pass on the white one to a friend who might not otherwise have bought one.  I can't even tell when it's using 3G, or if that's just for overseas, but it seems to work flawlessly, and I think everything (good) they say about it is true.  Downloads books in less than a minute, and if you have a periodical subscription, it's like a present every time a new one arrives, and you open your Kindle and find it there.<br /><br />I especially like the ""collections"" feature, which is kinda like putting folders on your computer, because you can make up your own categories and then plop the books in there, in as many collections as you like.  Thus, you could have, say, a ""psychology & spirituality"" collection, and a ""philosophy"" collection, and if one of your books seems to fit both categories, you can add it to both, and then turn around and create another collection by a specific author and add it to that, too!<br /><br />With the extensive selection in the Kindle bookstore, you really have a resource just for looking up information as well, whether you're buying or not.  And I've used the limited web browser in a pinch as well.<br /><br />I LOVE my Black KindleDX!!!",[],B002GYWHSQ,B002GYWHSQ,AEYRTAZDVD2UG3XOLSUUYBIGQVRA,1282592715000,7,True,214,selection,catalog,extensive,positive
49,5.0,Awesome Library in a Pocket!  and More!,"I had the white KindleDX, and I have to confess, I mainly wanted this one because it was black . . . more manly, y'know, but it gave me an excuse to pass on the white one to a friend who might not otherwise have bought one.  I can't even tell when it's using 3G, or if that's just for overseas, but it seems to work flawlessly, and I think everything (good) they say about it is true.  Downloads books in less than a minute, and if you have a periodical subscription, it's like a present every time a new one arrives, and you open your Kindle and find it there.<br /><br />I especially like the ""collections"" feature, which is kinda like putting folders on your computer, because you can make up your own categories and then plop the books in there, in as many collections as you like.  Thus, you could have, say, a ""psychology & spirituality"" collection, and a ""philosophy"" collection, and if one of your books seems to fit both categories, you can add it to both, and then turn around and create another collection by a specific author and add it to that, too!<br /><br />With the extensive selection in the Kindle bookstore, you really have a resource just for looking up information as well, whether you're buying or not.  And I've used the limited web browser in a pinch as well.<br /><br />I LOVE my Black KindleDX!!!",[],B002GYWHSQ,B002GYWHSQ,AEYRTAZDVD2UG3XOLSUUYBIGQVRA,1282592715000,7,True,214,web browser,feature,limited,neutral
50,1.0,DO NOT BUY.,"DO NOT BUY. The disk was unreadable on day one. My mac gave a disk error within minutes of plugging it in. Read the reviews, this drive is broken. I regret thinking I'd get lucky. I've tried all sorts of advanced disk tools, and they all say the same thing.",[],B0196J43TE,B07454F4JH,AGU7RLE5FDSE3OVD3FLA2QVC3QZA,1520617988532,0,True,217,disk,product_quality,unreadable,negative
51,1.0,DO NOT BUY.,"DO NOT BUY. The disk was unreadable on day one. My mac gave a disk error within minutes of plugging it in. Read the reviews, this drive is broken. I regret thinking I'd get lucky. I've tried all sorts of advanced disk tools, and they all say the same thing.",[],B0196J43TE,B07454F4JH,AGU7RLE5FDSE3OVD3FLA2QVC3QZA,1520617988532,0,True,217,mac,compatibility,error,negative
52,1.0,DO NOT BUY.,"DO NOT BUY. The disk was unreadable on day one. My mac gave a disk error within minutes of plugging it in. Read the reviews, this drive is broken. I regret thinking I'd get lucky. I've tried all sorts of advanced disk tools, and they all say the same thing.",[],B0196J43TE,B07454F4JH,AGU7RLE5FDSE3OVD3FLA2QVC3QZA,1520617988532,0,True,217,drive,product_quality,broken,negative
53,1.0,DO NOT BUY.,"DO NOT BUY. The disk was unreadable on day one. My mac gave a disk error within minutes of plugging it in. Read the reviews, this drive is broken. I regret thinking I'd get lucky. I've tried all sorts of advanced disk tools, and they all say the same thing.",[],B0196J43TE,B07454F4JH,AGU7RLE5FDSE3OVD3FLA2QVC3QZA,1520617988532,0,True,217,disk tools,product_utility,say the same thing,negative
54,3.0,Did Not improve my internet issues,Did not improve my internet issues - made it slower,[],B00L0YLRUW,B00L0YLRUW,AFM6RHC2CEEFMEEG3SYWTTXTVDOA,1539209349596,0,True,225,internet,internet_service,slower,negative
55,2.0,Two Stars,It work in beginning then all the pics went black on my phone,[],B013TMNKAW,B08KZ1TZYB,AGBRVBJQTUIM26YS4VEWSMCIBNJQ,1458688417000,0,True,231,phone,hardware,work,positive
56,2.0,Two Stars,It work in beginning then all the pics went black on my phone,[],B013TMNKAW,B08KZ1TZYB,AGBRVBJQTUIM26YS4VEWSMCIBNJQ,1458688417000,0,True,231,pics,software,went black,negative
57,5.0,Five Stars,Works fine with Raspberry pi.,[],B007Q45EF4,B007Q45EF4,AFGJCOYS76QLUXUSEXKHYO4Q6WVQ,1422468797000,0,True,232,Raspberry pi,product_functionality,fine,positive
58,5.0,Five Stars,Great value. We use daily.,[],B01GN2G8Y0,B01GN2G8Y0,AF5RSCE2NRT7S3ETNCHTGQ7DWGBQ,1493918061000,0,True,246,value,price,great,positive
59,5.0,Five Stars,Great value. We use daily.,[],B01GN2G8Y0,B01GN2G8Y0,AF5RSCE2NRT7S3ETNCHTGQ7DWGBQ,1493918061000,0,True,246,use,usage,daily,positive
60,5.0,Great tablet!,Great tablet!,[],B018Y227MY,B010BWYDYA,AGVAWOBOYJUZFEAT7BNXO3O7JPYQ,1472751118000,0,True,253,tablet,product_quality,Great,positive
61,5.0,Love it,Love it,[],B07HZLHPKP,B07HZLHPKP,AE6YWKJFRXZSSB4UICFBUJEBJROQ,1578204180936,0,True,271,product,overall_experience,Love,positive
62,5.0,Best purchase I have ever made,"Absolutely great!! She keeps me straight all day so I don't t forget anything, she is my alarm clock, etc. I can't wait to learn everything she is capable of doing.",[],B07FZ8S74R,B07H65KP63,AFPJXY4EPM5D3DKOWW6QTTULSAQQ,1578094826858,0,True,286,alarm clock,functionality,great,positive
63,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,product_quality,sturdy,positive
64,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,flexibility,allows several positions,positive
65,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,price,don't know if a stand is worth that much,negative
66,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,product_quality,solid,positive
